match,date,time,home_team,away_team,goals_home,goals_away,referee,attendance,league,season,matchweek
337,30/08/2003,16:00,Fortaleza,Santos,0,0,,,Serie A,2003,29
338,30/08/2003,16:00,Internacional,Vitória,0,1,,,Serie A,2003,29
339,30/08/2003,18:00,São Paulo,Paysandu,1,0,,,Serie A,2003,29
340,30/08/2003,18:00,Cruzeiro,Guarani,4,1,,,Serie A,2003,29
341,31/08/2003,16:00,Flamengo,Corinthians,1,0,,,Serie A,2003,29
342,31/08/2003,16:00,Bahia,Paraná,4,2,,,Serie A,2003,29
343,31/08/2003,16:00,São Caetano,Vasco da Gama,1,0,,,Serie A,2003,29
344,31/08/2003,16:00,Ponte Preta,Figueirense,1,1,,,Serie A,2003,29
345,31/08/2003,16:00,Juventude,Goiás,0,2,,,Serie A,2003,29
346,31/08/2003,18:00,Coritiba,Atlético-MG,2,2,,,Serie A,2003,29
347,31/08/2003,18:00,Criciúma,Atlético-PR,2,0,,,Serie A,2003,29
348,13/09/2003,16:00,Atlético-PR,Cruzeiro,1,4,,,Serie A,2003,30
349,13/09/2003,16:00,Santos,Criciúma,5,2,,,Serie A,2003,30
350,13/09/2003,18:00,Grêmio,Bahia,1,1,,,Serie A,2003,30
351,13/09/2003,18:00,Corinthians,Fortaleza,2,0,,,Serie A,2003,30
352,14/09/2003,16:00,Guarani,Juventude,2,0,,,Serie A,2003,30
353,14/09/2003,16:00,Figueirense,São Paulo,2,2,,,Serie A,2003,30
354,14/09/2003,16:00,Paraná,Coritiba,2,3,,,Serie A,2003,30
355,14/09/2003,16:00,Goiás,Internacional,3,1,,,Serie A,2003,30
356,14/09/2003,16:00,Paysandu,São Caetano,1,0,,,Serie A,2003,30
357,14/09/2003,16:00,Vitória,Flamengo,1,0,,,Serie A,2003,30
358,14/09/2003,18:00,Vasco da Gama,Fluminense,1,0,,,Serie A,2003,30
359,14/09/2003,18:00,Atlético-MG,Ponte Preta,2,0,,,Serie A,2003,30
360,20/09/2003,16:00,Cruzeiro,Santos,3,0,,,Serie A,2003,31
361,20/09/2003,16:00,Coritiba,Grêmio,1,0,,,Serie A,2003,31
362,20/09/2003,16:00,Ponte Preta,Paraná,4,0,,,Serie A,2003,31
363,20/09/2003,18:00,Internacional,Guarani,2,0,,,Serie A,2003,31
364,20/09/2003,18:00,Fluminense,Paysandu,1,1,,,Serie A,2003,31
365,21/09/2003,16:00,Fortaleza,Vitória,1,0,,,Serie A,2003,31
366,21/09/2003,16:00,Juventude,Atlético-PR,4,0,,,Serie A,2003,31
367,21/09/2003,16:00,Bahia,Vasco da Gama,3,0,,,Serie A,2003,31
368,21/09/2003,16:00,São Caetano,Figueirense,0,2,,,Serie A,2003,31
369,21/09/2003,16:00,Criciúma,Corinthians,1,0,,,Serie A,2003,31
370,21/09/2003,18:00,Flamengo,Goiás,1,1,,,Serie A,2003,31
371,21/09/2003,18:00,São Paulo,Atlético-MG,2,2,,,Serie A,2003,31
372,24/09/2003,19:00,Atlético-PR,Internacional,2,1,,,Serie A,2003,32
373,24/09/2003,20:30,Goiás,Fortaleza,0,1,,,Serie A,2003,32
374,24/09/2003,20:30,Paysandu,Bahia,4,0,,,Serie A,2003,32
375,24/09/2003,20:30,Vitória,Criciúma,1,1,,,Serie A,2003,32
376,24/09/2003,20:30,Grêmio,Ponte Preta,2,2,,,Serie A,2003,32
377,24/09/2003,21:40,Guarani,Flamengo,5,3,,,Serie A,2003,32
378,24/09/2003,21:40,Paraná,São Paulo,4,2,,,Serie A,2003,32
379,24/09/2003,21:40,Santos,Juventude,1,1,,,Serie A,2003,32
380,24/09/2003,21:40,Corinthians,Cruzeiro,0,1,,,Serie A,2003,32
381,25/09/2003,20:30,Figueirense,Fluminense,2,2,,,Serie A,2003,32
382,25/09/2003,20:30,Vasco da Gama,Coritiba,2,1,,,Serie A,2003,32
383,25/09/2003,20:30,Atlético-MG,São Caetano,3,1,,,Serie A,2003,32
384,27/09/2003,16:00,Internacional,Santos,1,0,,,Serie A,2003,33
385,27/09/2003,16:00,São Paulo,Grêmio,3,1,,,Serie A,2003,33
386,27/09/2003,18:00,Flamengo,Atlético-PR,2,1,,,Serie A,2003,33
387,28/09/2003,16:00,Juventude,Corinthians,6,1,,,Serie A,2003,33
388,28/09/2003,16:00,Bahia,Figueirense,1,1,,,Serie A,2003,33
389,28/09/2003,16:00,Ponte Preta,Vasco da Gama,2,2,,,Serie A,2003,33
390,28/09/2003,16:00,Criciúma,Goiás,1,0,,,Serie A,2003,33
391,28/09/2003,16:00,São Caetano,Paraná,2,0,,,Serie A,2003,33
392,28/09/2003,16:00,Fortaleza,Guarani,3,0,,,Serie A,2003,33
393,28/09/2003,16:00,Cruzeiro,Vitória,1,0,,,Serie A,2003,33
394,28/09/2003,18:00,Coritiba,Paysandu,1,0,,,Serie A,2003,33
395,28/09/2003,18:00,Fluminense,Atlético-MG,0,1,,,Serie A,2003,33
396,04/10/2003,16:00,Paysandu,Internacional,0,0,,,Serie A,2003,34
397,04/10/2003,16:00,São Caetano,Ponte Preta,1,0,,,Serie A,2003,34
398,04/10/2003,16:00,Atlético-PR,Fluminense,0,0,,,Serie A,2003,34
399,04/10/2003,18:00,Grêmio,Figueirense,3,1,,,Serie A,2003,34
400,04/10/2003,18:00,São Paulo,Santos,1,2,,,Serie A,2003,34
401,05/10/2003,16:00,Juventude,Fortaleza,2,2,,,Serie A,2003,34
402,05/10/2003,16:00,Vitória,Corinthians,1,2,,,Serie A,2003,34
403,05/10/2003,16:00,Guarani,Coritiba,2,1,,,Serie A,2003,34
404,05/10/2003,16:00,Goiás,Bahia,3,1,,,Serie A,2003,34
405,05/10/2003,16:00,Atlético-MG,Vasco da Gama,2,1,,,Serie A,2003,34
406,05/10/2003,18:00,Flamengo,Paraná,0,3,,,Serie A,2003,34
407,05/10/2003,18:00,Criciúma,Cruzeiro,1,3,,,Serie A,2003,34
408,08/10/2003,19:00,Vasco da Gama,Juventude,1,1,,,Serie A,2003,35
409,08/10/2003,20:30,Ponte Preta,Atlético-PR,2,2,,,Serie A,2003,35
410,08/10/2003,20:30,Fortaleza,Grêmio,2,2,,,Serie A,2003,35
411,08/10/2003,20:30,Corinthians,São Caetano,0,3,,,Serie A,2003,35
412,08/10/2003,20:30,Coritiba,Goiás,1,0,,,Serie A,2003,35
413,08/10/2003,21:40,Cruzeiro,Flamengo,2,0,,,Serie A,2003,35
414,08/10/2003,21:40,Santos,Guarani,1,1,,,Serie A,2003,35
415,08/10/2003,21:40,Bahia,São Paulo,3,0,,,Serie A,2003,35
416,09/10/2003,20:30,Figueirense,Atlético-MG,0,1,,,Serie A,2003,35
417,09/10/2003,20:30,Paraná,Paysandu,4,2,,,Serie A,2003,35
418,09/10/2003,20:30,Internacional,Criciúma,2,0,,,Serie A,2003,35
419,09/10/2003,20:30,Fluminense,Vitória,2,0,,,Serie A,2003,35
420,11/10/2003,16:00,Atlético-PR,Coritiba,2,0,,,Serie A,2003,36
421,11/10/2003,16:00,Guarani,Ponte Preta,1,3,,,Serie A,2003,36
422,11/10/2003,16:00,São Caetano,Santos,2,2,,,Serie A,2003,36
423,12/10/2003,16:00,Vitória,Bahia,2,1,,,Serie A,2003,36
424,12/10/2003,16:00,Atlético-MG,Cruzeiro,0,1,,,Serie A,2003,36
425,12/10/2003,16:00,Goiás,Fluminense,6,1,,,Serie A,2003,36
426,12/10/2003,16:00,Figueirense,Criciúma,4,2,,,Serie A,2003,36
427,12/10/2003,16:00,Juventude,Paraná,1,1,,,Serie A,2003,36
428,12/10/2003,16:00,São Paulo,Corinthians,3,0,,,Serie A,2003,36
429,12/10/2003,18:00,Internacional,Grêmio,0,1,,,Serie A,2003,36
430,12/10/2003,18:00,Flamengo,Vasco da Gama,2,1,,,Serie A,2003,36
431,15/10/2003,16:00,Paysandu,Fortaleza,3,0,,,Serie A,2003,36
432,18/10/2003,16:00,Goiás,São Paulo,3,1,,,Serie A,2003,37
433,18/10/2003,16:00,Guarani,Fluminense,2,0,,,Serie A,2003,37
434,18/10/2003,18:00,Flamengo,Paysandu,2,0,,,Serie A,2003,37
435,18/10/2003,18:00,Grêmio,Atlético-MG,2,2,,,Serie A,2003,37
436,18/10/2003,19:00,Coritiba,Bahia,3,2,,,Serie A,2003,37
437,19/10/2003,15:00,Criciúma,Vasco da Gama,2,1,,,Serie A,2003,37
438,19/10/2003,15:00,Paraná,Internacional,4,0,,,Serie A,2003,37
439,19/10/2003,15:00,Santos,Atlético-PR,3,2,,,Serie A,2003,37
440,19/10/2003,16:00,Fortaleza,Figueirense,1,1,,,Serie A,2003,37
441,19/10/2003,16:00,Vitória,São Caetano,0,0,,,Serie A,2003,37
442,19/10/2003,17:00,Cruzeiro,Juventude,1,2,,,Serie A,2003,37
443,19/10/2003,17:00,Corinthians,Ponte Preta,3,0,,,Serie A,2003,37
444,22/10/2003,19:30,Ponte Preta,Goiás,0,2,,,Serie A,2003,38
445,22/10/2003,19:30,São Caetano,Coritiba,2,0,,,Serie A,2003,38
446,22/10/2003,19:30,Atlético-PR,Vitória,1,2,,,Serie A,2003,38
447,22/10/2003,19:30,Figueirense,Flamengo,0,0,,,Serie A,2003,38
448,22/10/2003,20:40,Fluminense,Corinthians,1,0,,,Serie A,2003,38
449,22/10/2003,20:40,Internacional,Cruzeiro,1,0,,,Serie A,2003,38
450,22/10/2003,20:40,Bahia,Santos,4,7,,,Serie A,2003,38
451,23/10/2003,19:30,Vasco da Gama,Fortaleza,1,1,,,Serie A,2003,38
452,23/10/2003,19:30,São Paulo,Guarani,3,3,,,Serie A,2003,38
453,23/10/2003,19:30,Atlético-MG,Paraná,2,2,,,Serie A,2003,38
454,23/10/2003,19:30,Juventude,Grêmio,1,2,,,Serie A,2003,38
455,23/10/2003,20:30,Paysandu,Criciúma,4,0,,,Serie A,2003,38
456,25/10/2003,15:00,Coritiba,Santos,0,4,,,Serie A,2003,39
457,25/10/2003,15:00,Bahia,Fluminense,2,2,,,Serie A,2003,39
458,25/10/2003,16:00,Ponte Preta,Vitória,1,1,,,Serie A,2003,39
459,25/10/2003,18:00,Cruzeiro,Figueirense,1,0,,,Serie A,2003,39
460,26/10/2003,14:00,Criciúma,Fortaleza,2,2,,,Serie A,2003,39
461,26/10/2003,14:00,São Caetano,São Paulo,0,1,,,Serie A,2003,39
462,26/10/2003,14:00,Corinthians,Atlético-PR,2,3,,,Serie A,2003,39
463,26/10/2003,14:00,Paraná,Vasco da Gama,3,3,,,Serie A,2003,39
464,26/10/2003,14:00,Goiás,Guarani,3,0,,,Serie A,2003,39
465,26/10/2003,15:00,Paysandu,Atlético-MG,1,0,,,Serie A,2003,39
466,26/10/2003,16:00,Internacional,Juventude,0,0,,,Serie A,2003,39
467,26/10/2003,16:00,Flamengo,Grêmio,2,1,,,Serie A,2003,39
468,01/11/2003,14:00,Guarani,Bahia,3,2,,,Serie A,2003,40
469,01/11/2003,14:00,Atlético-PR,São Caetano,1,0,,,Serie A,2003,40
470,01/11/2003,14:00,Grêmio,Paraná,0,2,,,Serie A,2003,40
471,01/11/2003,16:00,Fluminense,Ponte Preta,2,2,,,Serie A,2003,40
472,01/11/2003,16:00,Atlético-MG,Criciúma,1,1,,,Serie A,2003,40
473,02/11/2003,14:00,Fortaleza,Cruzeiro,1,2,,,Serie A,2003,40
474,02/11/2003,14:00,Figueirense,Paysandu,6,0,,,Serie A,2003,40
475,02/11/2003,14:00,Santos,Corinthians,3,1,,,Serie A,2003,40
476,02/11/2003,14:00,Juventude,Flamengo,2,2,,,Serie A,2003,40
477,02/11/2003,15:00,Vitória,Goiás,3,4,,,Serie A,2003,40
478,02/11/2003,16:00,Vasco da Gama,Internacional,0,1,,,Serie A,2003,40
479,02/11/2003,16:00,São Paulo,Coritiba,1,0,,,Serie A,2003,40
480,05/11/2003,18:30,Internacional,Fortaleza,1,1,,,Serie A,2003,41
481,05/11/2003,18:30,Juventude,Criciúma,3,1,,,Serie A,2003,41
482,05/11/2003,18:30,Paraná,Figueirense,1,1,,,Serie A,2003,41
483,05/11/2003,19:30,Paysandu,Vasco da Gama,1,2,,,Serie A,2003,41
484,05/11/2003,19:40,São Paulo,Fluminense,1,0,,,Serie A,2003,41
485,05/11/2003,19:40,Coritiba,Corinthians,1,0,,,Serie A,2003,41
486,05/11/2003,19:40,Santos,Vitória,3,1,,,Serie A,2003,41
487,05/11/2003,19:40,Cruzeiro,Grêmio,3,0,,,Serie A,2003,41
488,06/11/2003,18:30,Guarani,São Caetano,0,1,,,Serie A,2003,41
489,06/11/2003,18:30,Goiás,Atlético-PR,4,1,,,Serie A,2003,41
490,06/11/2003,19:30,Bahia,Ponte Preta,1,0,,,Serie A,2003,41
491,06/11/2003,19:30,Flamengo,Atlético-MG,3,2,,,Serie A,2003,41
492,08/11/2003,14:00,Fluminense,Coritiba,3,2,,,Serie A,2003,42
493,08/11/2003,16:00,Grêmio,Paysandu,2,0,,,Serie A,2003,42
494,08/11/2003,16:00,Criciúma,Paraná,1,2,,,Serie A,2003,42
495,09/11/2003,14:00,Atlético-PR,São Paulo,4,3,,,Serie A,2003,42
496,09/11/2003,14:00,Ponte Preta,Santos,3,4,,,Serie A,2003,42
497,09/11/2003,14:00,São Caetano,Bahia,4,1,,,Serie A,2003,42
498,09/11/2003,14:00,Vasco da Gama,Cruzeiro,0,1,,,Serie A,2003,42
499,09/11/2003,14:00,Figueirense,Juventude,2,1,,,Serie A,2003,42
500,09/11/2003,14:00,Fortaleza,Flamengo,4,1,,,Serie A,2003,42
501,09/11/2003,15:00,Vitória,Guarani,0,0,,,Serie A,2003,42
502,09/11/2003,16:00,Corinthians,Goiás,2,0,,,Serie A,2003,42
503,09/11/2003,16:00,Atlético-MG,Internacional,1,2,,,Serie A,2003,42
504,22/11/2003,15:00,Figueirense,Internacional,3,2,,,Serie A,2003,43
505,22/11/2003,15:00,Atlético-MG,Fortaleza,2,0,,,Serie A,2003,43
506,22/11/2003,15:00,Coritiba,Ponte Preta,1,1,,,Serie A,2003,43
507,22/11/2003,16:00,Grêmio,Vasco da Gama,4,3,,,Serie A,2003,43
508,22/11/2003,16:00,Flamengo,Criciúma,1,0,,,Serie A,2003,43
509,23/11/2003,14:00,Paraná,Cruzeiro,1,3,,,Serie A,2003,43
510,23/11/2003,14:00,Santos,Fluminense,3,1,,,Serie A,2003,43
511,23/11/2003,15:00,São Caetano,Goiás,1,0,,,Serie A,2003,43
512,23/11/2003,15:00,Bahia,Atlético-PR,0,2,,,Serie A,2003,43
513,23/11/2003,16:00,Guarani,Corinthians,0,1,,,Serie A,2003,43
514,23/11/2003,16:00,Paysandu,Juventude,3,2,,,Serie A,2003,43
515,23/11/2003,16:00,São Paulo,Vitória,3,1,,,Serie A,2003,43
516,29/11/2003,15:00,Vasco da Gama,Figueirense,1,0,,,Serie A,2003,44
517,29/11/2003,15:00,Juventude,Atlético-MG,1,0,,,Serie A,2003,44
518,29/11/2003,15:00,Atlético-PR,Guarani,3,1,,,Serie A,2003,44
519,29/11/2003,16:00,Internacional,Flamengo,3,1,,,Serie A,2003,44
520,29/11/2003,16:00,Fluminense,São Caetano,2,1,,,Serie A,2003,44
521,30/11/2003,14:00,Criciúma,Grêmio,0,2,,,Serie A,2003,44
522,30/11/2003,14:00,Cruzeiro,Paysandu,2,1,,,Serie A,2003,44
523,30/11/2003,14:00,Goiás,Santos,3,0,,,Serie A,2003,44
524,30/11/2003,14:00,Fortaleza,Paraná,5,3,,,Serie A,2003,44
525,30/11/2003,15:00,Vitória,Coritiba,1,0,,,Serie A,2003,44
526,30/11/2003,16:00,Ponte Preta,São Paulo,1,2,,,Serie A,2003,44
527,30/11/2003,16:00,Corinthians,Bahia,1,2,,,Serie A,2003,44
528,06/12/2003,15:00,Vitória,Atlético-MG,0,1,,,Serie A,2003,45
529,06/12/2003,15:00,Goiás,Figueirense,0,3,,,Serie A,2003,45
530,06/12/2003,16:00,Corinthians,Paraná,1,1,,,Serie A,2003,45
531,06/12/2003,16:00,Atlético-PR,Vasco da Gama,2,2,,,Serie A,2003,45
532,07/12/2003,14:00,Santos,Grêmio,2,2,,,Serie A,2003,45
533,07/12/2003,14:00,Flamengo,Ponte Preta,1,1,,,Serie A,2003,45
534,07/12/2003,14:00,Cruzeiro,Fluminense,5,2,,,Serie A,2003,45
535,07/12/2003,14:00,Criciúma,Bahia,3,2,,,Serie A,2003,45
536,07/12/2003,14:00,Guarani,Paysandu,2,1,,,Serie A,2003,45
537,07/12/2003,14:00,Fortaleza,Coritiba,2,2,,,Serie A,2003,45
538,07/12/2003,16:00,Internacional,São Paulo,1,1,,,Serie A,2003,45
539,07/12/2003,16:00,Juventude,São Caetano,2,1,,,Serie A,2003,45
540,13/12/2003,14:00,Figueirense,Guarani,2,0,,,Serie A,2003,46
541,13/12/2003,14:00,Paraná,Vitória,2,0,,,Serie A,2003,46
542,13/12/2003,14:00,São Caetano,Internacional,5,0,,,Serie A,2003,46
543,13/12/2003,14:00,Coritiba,Criciúma,2,0,,,Serie A,2003,46
544,13/12/2003,14:00,Atlético-MG,Goiás,3,2,,,Serie A,2003,46
545,14/12/2003,14:00,Bahia,Cruzeiro,0,7,Evandro Rogerio Roman (PR),,Serie A,2003,46
546,14/12/2003,14:00,Fluminense,Juventude,1,0,,,Serie A,2003,46
547,14/12/2003,14:00,Grêmio,Corinthians,3,0,,,Serie A,2003,46
548,14/12/2003,14:00,Paysandu,Atlético-PR,2,2,,,Serie A,2003,46
549,14/12/2003,14:00,Ponte Preta,Fortaleza,2,0,,,Serie A,2003,46
550,14/12/2003,16:00,Vasco da Gama,Santos,1,1,,,Serie A,2003,46
551,14/12/2003,16:00,São Paulo,Flamengo,1,3,,,Serie A,2003,46
552,21/04/2004,16:00,São Caetano,Vitória,1,0,,,Serie A,2004,1
553,21/04/2004,16:00,Botafogo,Goiás,1,4,,,Serie A,2004,1
554,21/04/2004,16:00,Figueirense,Internacional,1,0,,,Serie A,2004,1
555,21/04/2004,18:00,Cruzeiro,Juventude,2,1,,,Serie A,2004,1
556,21/04/2004,18:00,Palmeiras,Atlético-MG,0,0,Leonardo Gaciba da Silva,,Serie A,2004,1
557,21/04/2004,21:45,Grêmio,Flamengo,0,0,,,Serie A,2004,1
558,21/04/2004,21:45,Ponte Preta,Corinthians,3,2,,,Serie A,2004,1
559,21/04/2004,21:45,Paraná,Santos,3,2,,,Serie A,2004,1
560,22/04/2004,20:30,Vasco da Gama,Criciúma,0,1,,,Serie A,2004,1
561,22/04/2004,20:30,Paysandu,Fluminense,3,3,,14221,Serie A,2004,1
562,22/04/2004,20:30,São Paulo,Atlético-PR,1,0,,,Serie A,2004,1
563,22/04/2004,20:30,Coritiba,Guarani,1,0,,,Serie A,2004,1
564,24/04/2004,16:00,Flamengo,Ponte Preta,0,0,,,Serie A,2004,2
565,24/04/2004,16:00,Goiás,Cruzeiro,2,2,Héber Lopes,15408,Serie A,2004,2
566,24/04/2004,16:00,Juventude,Grêmio,1,1,,,Serie A,2004,2
567,25/04/2004,16:00,Corinthians,Paysandu,2,1,,,Serie A,2004,2
568,25/04/2004,16:00,Internacional,Palmeiras,1,0,Giulliano Bozzano (DF),,Serie A,2004,2
569,25/04/2004,16:00,Guarani,São Caetano,1,1,,,Serie A,2004,2
570,25/04/2004,16:00,Atlético-MG,Vasco da Gama,1,1,,,Serie A,2004,2
571,25/04/2004,16:00,Atlético-PR,Figueirense,0,3,,,Serie A,2004,2
572,25/04/2004,16:00,Fluminense,Coritiba,1,1,,,Serie A,2004,2
573,25/04/2004,17:00,Vitória,Paraná,6,1,,,Serie A,2004,2
574,25/04/2004,18:00,Criciúma,São Paulo,1,1,,,Serie A,2004,2
575,25/04/2004,18:00,Santos,Botafogo,2,0,,,Serie A,2004,2
576,27/04/2004,20:30,São Caetano,Juventude,1,0,,,Serie A,2004,3
577,28/04/2004,20:30,Cruzeiro,Criciúma,2,2,,,Serie A,2004,3
578,28/04/2004,20:30,Botafogo,Atlético-MG,2,2,,,Serie A,2004,3
579,28/04/2004,20:30,Ponte Preta,Goiás,2,0,,,Serie A,2004,3
580,28/04/2004,20:30,Coritiba,Internacional,1,1,,,Serie A,2004,3
581,28/04/2004,20:30,Paysandu,Atlético-PR,0,3,,,Serie A,2004,3
582,28/04/2004,21:45,São Paulo,Fluminense,1,0,Evandro Rogerio Roman (PR),5802,Serie A,2004,3
583,28/04/2004,21:45,Grêmio,Corinthians,4,0,,,Serie A,2004,3
584,28/04/2004,21:45,Figueirense,Santos,2,1,,,Serie A,2004,3
585,29/04/2004,20:30,Palmeiras,Vitória,2,2,Héber Lopes,,Serie A,2004,3
586,29/04/2004,20:30,Paraná,Flamengo,2,1,,,Serie A,2004,3
587,29/04/2004,20:30,Vasco da Gama,Guarani,0,1,,,Serie A,2004,3
588,01/05/2004,16:00,Internacional,Paysandu,1,0,,,Serie A,2004,4
589,01/05/2004,16:00,Criciúma,Botafogo,1,0,,,Serie A,2004,4
590,01/05/2004,18:00,Atlético-MG,Ponte Preta,1,2,,,Serie A,2004,4
591,01/05/2004,18:00,Goiás,Grêmio,4,0,,,Serie A,2004,4
592,02/05/2004,16:00,Corinthians,Palmeiras,0,4,,,Serie A,2004,4
593,02/05/2004,16:00,Flamengo,São Caetano,1,1,,,Serie A,2004,4
594,02/05/2004,16:00,Juventude,Paraná,4,0,,,Serie A,2004,4
595,02/05/2004,16:00,Santos,Cruzeiro,1,3,,,Serie A,2004,4
596,02/05/2004,16:00,Fluminense,Vasco da Gama,1,0,,,Serie A,2004,4
597,02/05/2004,17:00,Vitória,Figueirense,3,1,,,Serie A,2004,4
598,02/05/2004,18:00,Atlético-PR,Coritiba,1,1,,,Serie A,2004,4
599,02/05/2004,18:00,Guarani,São Paulo,2,3,,,Serie A,2004,4
600,08/05/2004,16:00,Santos,Juventude,2,1,,,Serie A,2004,5
601,08/05/2004,16:00,Paraná,Cruzeiro,2,0,,,Serie A,2004,5
602,08/05/2004,16:00,Guarani,Atlético-PR,0,0,,,Serie A,2004,5
603,08/05/2004,16:00,São Caetano,Criciúma,5,0,,,Serie A,2004,5
604,08/05/2004,18:00,Vasco da Gama,Grêmio,1,1,,,Serie A,2004,5
605,08/05/2004,18:00,Palmeiras,Ponte Preta,3,0,,,Serie A,2004,5
606,09/05/2004,16:00,Atlético-MG,Corinthians,2,2,,,Serie A,2004,5
607,09/05/2004,16:00,Botafogo,Paysandu,2,2,,,Serie A,2004,5
608,09/05/2004,16:00,Internacional,Fluminense,0,0,,,Serie A,2004,5
609,09/05/2004,17:00,Goiás,Figueirense,1,0,,,Serie A,2004,5
610,09/05/2004,18:00,Coritiba,São Paulo,1,2,,,Serie A,2004,5
611,09/05/2004,18:00,Vitória,Flamengo,5,1,,,Serie A,2004,5
612,15/05/2004,18:00,Paysandu,Vasco da Gama,1,2,,,Serie A,2004,6
613,15/05/2004,18:00,Atlético-PR,Santos,1,0,,,Serie A,2004,6
614,16/05/2004,16:00,Ponte Preta,Coritiba,0,0,,,Serie A,2004,6
615,16/05/2004,16:00,Figueirense,São Caetano,1,0,,,Serie A,2004,6
616,16/05/2004,16:00,Criciúma,Goiás,7,2,,,Serie A,2004,6
617,16/05/2004,16:00,Cruzeiro,Palmeiras,2,1,Wagner Tardelli Azevedo,6594,Serie A,2004,6
618,16/05/2004,16:00,Juventude,Atlético-MG,1,1,,,Serie A,2004,6
619,16/05/2004,16:00,Flamengo,Internacional,1,2,,,Serie A,2004,6
620,16/05/2004,18:00,Grêmio,Botafogo,2,2,,,Serie A,2004,6
621,16/05/2004,18:00,São Paulo,Paraná,2,2,,,Serie A,2004,6
622,16/05/2004,18:30,Fluminense,Vitória,1,0,,,Serie A,2004,6
623,16/05/2004,19:00,Corinthians,Guarani,1,0,,,Serie A,2004,6
624,22/05/2004,16:00,Botafogo,Figueirense,1,1,,,Serie A,2004,7
625,22/05/2004,16:00,Paysandu,Grêmio,1,3,,,Serie A,2004,7
626,22/05/2004,18:00,Internacional,Goiás,1,0,,,Serie A,2004,7
627,22/05/2004,18:00,Coritiba,Atlético-MG,0,1,,,Serie A,2004,7
628,23/05/2004,16:00,Paraná,Ponte Preta,0,1,,,Serie A,2004,7
629,23/05/2004,16:00,Santos,Palmeiras,0,4,,,Serie A,2004,7
630,23/05/2004,16:00,Criciúma,Vitória,2,0,,,Serie A,2004,7
631,23/05/2004,16:00,Flamengo,Fluminense,1,2,,33701,Serie A,2004,7
632,23/05/2004,16:00,Juventude,Guarani,2,0,,,Serie A,2004,7
633,23/05/2004,16:00,São Caetano,Vasco da Gama,3,2,,,Serie A,2004,7
634,23/05/2004,18:00,Cruzeiro,São Paulo,2,1,,,Serie A,2004,7
635,23/05/2004,18:00,Corinthians,Atlético-PR,0,5,,,Serie A,2004,7
636,29/05/2004,16:00,Fluminense,Criciúma,1,1,,,Serie A,2004,8
637,29/05/2004,16:00,Ponte Preta,Juventude,0,1,,,Serie A,2004,8
638,29/05/2004,16:00,Figueirense,Paysandu,1,1,,,Serie A,2004,8
639,29/05/2004,18:00,Vitória,Internacional,2,1,,,Serie A,2004,8
640,29/05/2004,18:00,Palmeiras,Coritiba,2,0,,,Serie A,2004,8
641,30/05/2004,16:00,São Paulo,Corinthians,1,1,,,Serie A,2004,8
642,30/05/2004,16:00,Guarani,Paraná,1,0,,,Serie A,2004,8
643,30/05/2004,16:00,Atlético-MG,Santos,3,3,,,Serie A,2004,8
644,30/05/2004,16:00,Goiás,Flamengo,2,2,,,Serie A,2004,8
645,30/05/2004,16:00,Vasco da Gama,Botafogo,4,0,,,Serie A,2004,8
646,30/05/2004,18:00,Grêmio,São Caetano,1,2,,,Serie A,2004,8
647,30/05/2004,18:00,Atlético-PR,Cruzeiro,3,1,,,Serie A,2004,8
648,12/06/2004,16:00,Fluminense,Guarani,1,1,,,Serie A,2004,9
649,12/06/2004,16:00,Paraná,Botafogo,1,1,,,Serie A,2004,9
650,12/06/2004,18:00,São Paulo,Grêmio,3,2,,,Serie A,2004,9
651,12/06/2004,18:00,Internacional,Atlético-MG,4,1,,,Serie A,2004,9
652,13/06/2004,16:00,Coritiba,São Caetano,1,0,,,Serie A,2004,9
653,13/06/2004,16:00,Goiás,Corinthians,1,1,,,Serie A,2004,9
654,13/06/2004,16:00,Criciúma,Juventude,2,0,,,Serie A,2004,9
655,13/06/2004,16:00,Palmeiras,Vasco da Gama,2,2,,,Serie A,2004,9
656,13/06/2004,16:00,Ponte Preta,Figueirense,0,2,,,Serie A,2004,9
657,13/06/2004,16:00,Cruzeiro,Paysandu,1,0,,,Serie A,2004,9
658,13/06/2004,18:00,Flamengo,Atlético-PR,3,0,,,Serie A,2004,9
659,13/06/2004,18:00,Vitória,Santos,1,2,,,Serie A,2004,9
660,19/06/2004,16:00,Grêmio,Coritiba,1,1,,,Serie A,2004,10
661,19/06/2004,16:00,Atlético-PR,Vitória,1,3,,,Serie A,2004,10
662,19/06/2004,18:00,Vasco da Gama,Paraná,0,0,,,Serie A,2004,10
663,19/06/2004,18:00,Figueirense,Cruzeiro,0,0,,,Serie A,2004,10
664,20/06/2004,16:00,Paysandu,São Paulo,1,0,,,Serie A,2004,10
665,20/06/2004,16:00,São Caetano,Palmeiras,1,1,,,Serie A,2004,10
666,20/06/2004,16:00,Guarani,Criciúma,2,1,,,Serie A,2004,10
667,20/06/2004,16:00,Corinthians,Flamengo,1,1,,,Serie A,2004,10
668,20/06/2004,16:00,Juventude,Goiás,1,1,,,Serie A,2004,10
669,20/06/2004,16:00,Botafogo,Ponte Preta,0,1,,,Serie A,2004,10
670,20/06/2004,18:00,Atlético-MG,Fluminense,2,1,,,Serie A,2004,10
671,20/06/2004,18:00,Santos,Internacional,3,0,,,Serie A,2004,10
